Canto,Person,Occurences
0,glory,3
0,rama,2
0,fame,1
1,sun,1
1,moon,2
1,glory,1
1,fortune,1
1,justice,2
1,virtue,1
1,rama,14
1,kaikeyi,1
1,rohini,1
1,bharadvaja,1
1,chitrakuta,1
1,ayodhya,1
1,indra,1
1,dushan,1
1,maricha,2
1,fate,1
1,jatayu,1
1,sita,2
1,kabandha,2
1,hanuman,1
1,sugriva,5
1,bali,4
1,ravan,2
1,aksha,1
1,ocean,1
1,nala,1
1,vibhishan,1
1,wind,1
1,honour,1
1,fire,2
1,nandigrama,1
1,sudras,1
2,fame,2
2,valmiki,3
2,bharadvaja,2
2,fate,1
2,rama,2
2,narad,1
3,dasaratha,1
3,sita,3
3,visvamitra,1
3,virtue,1
3,rama,8
3,kaikeyi,1
3,guha,1
3,bharadvaja,1
3,bharat,3
3,nandigrama,1
3,dandak,1
3,anasuya,1
3,indra,1
3,agastya,1
3,viradha,1
3,panchavata,1
3,surpanakha,1
3,ravan,2
3,maricha,1
3,vulture-king,1
3,kabandha,1
3,pampa,1
3,sugriva,3
3,bali,2
3,sampati,1
3,hanuman,4
3,mainaka,1
3,lanka,2
3,asoka,1
3,nala,1
3,vibhishan,2
3,kumbhakarna,1
3,meghanada,1
3,pushpak,1
3,brahma,1
3,honour,1
3,valmiki,1
4,kusa,1
4,valmiki,1
4,honour,1
4,rama,2
4,lakshman,1
5,kosal,1
5,right,1
5,nagas,1
5,virtue,1
6,indra,2
6,manu,1
6,honour,2
6,fame,1
6,ayodhya,1
6,glory,1
6,dasaratha,1
6,virtue,1
7,dhrishti,1
7,siddharth,1
7,arthasadhak,1
7,dharmapal,1
7,asok,1
7,right,1
7,justice,1
7,sun,2
7,fame,1
7,glory,1
8,vasishtha,1
8,sumantra,1
8,vibhandak,1
8,fire,1
8,lomapad,1
8,fame,1
8,rain,2
8,honour,1
8,rishyasring,1
8,dasaratha,2
9,lomapad,1
9,vibhandak,4
9,rishyasring,3
9,honour,2
9,sun,1
9,rain,3
9,fate,1
9,santa,1
10,santa,4
10,dasaratha,4
10,rishyasring,2
10,fate,1
10,vasishtha,1
10,lomapad,1
10,honour,2
10,ayodhya,1
11,sumantra,2
11,vasishtha,2
11,vamadeva,1
11,dasaratha,2
11,rishyasring,1
11,glory,1
12,sumantra,2
12,honour,3
12,lomapad,1
12,vasishtha,2
12,dasaratha,1
12,rishyasring,1
13,rishyasring,4
13,pravargya,1
13,sun,2
13,indra,1
13,vedas,1
13,glory,2
13,honour,1
13,kausalya,1
13,chatushtom,1
13,ukthya,1
13,aptoryam,1
13,abhijit,1
13,visvajit,1
13,jyotishtom,1
13,hotri,1
14,indra,3
14,dasaratha,1
14,honour,1
14,sun,2
14,wind,1
14,fire,1
14,glory,1
14,vishnu,2
14,ravan,3
14,brahma,1
14,madhu,1
15,vishnu,1
15,moon,1
15,kausalya,1
15,sumitra,1
15,kaikeyi,1
15,indra,1
16,vishnu,1
16,wind,1
16,tara,1
16,gandhamadan,1
16,nala,1
16,nila,1
16,dwivida,1
16,mainda,1
16,beauty,1
16,ocean,1
16,sun,1
17,honour,2
17,vasishtha,1
17,santa,2
17,rishyasring,2
17,sumitra,1
17,moon,1
17,fortune,1
17,justice,1
17,dasaratha,1
18,santa,1
18,virtue,1
19,moon,3
19,aditi,2
19,kausalya,2
19,glory,1
19,ravan,1
19,kaikeyi,2
19,bharat,2
19,virtue,1
19,vishnu,1
19,sumitra,2
19,lakshman,4
19,sun,1
19,rama,2
19,satrughna,1
19,dasaratha,1
20,indra,1
20,vasishtha,1
20,honour,2
20,rain,1
20,right,1
20,fame,1
20,virtue,1
21,vasishtha,2
21,fame,2
21,fate,1
21,rama,5
21,virtue,1
22,visvamitra,2
22,rama,1
22,visravas,1
22,maricha,2
22,suvahu,2
22,ravan,1
22,sunda,1
22,fate,1
23,right,1
23,rama,3
23,jaya,1
23,sanharas,1
24,vasishtha,2
24,rama,5
24,lakshman,3
24,wind-god,1
24,raghu,1
24,indra,1
24,glory,3
25,rama,2
25,fate,1
25,visvamitra,1
25,kandarpa,1
25,sthanu,1
25,anga,1
25,lakshman,1
26,rama,2
26,lakshman,1
26,sarju,1
26,fame,2
26,brahma,1
26,ganga,1
26,malaja,1
26,indra,3
26,fortune,1
26,maricha,1
26,right,1
27,rama,1
27,visvamitra,1
27,suketu,1
27,tadaka,2
27,sunda,1
27,maricha,1
27,agastya,1
28,tadaka,3
28,raghu,2
28,rama,5
28,rain,2
28,lakshman,1
28,indra,1
28,krisasva,1
28,honour,1
28,dasaratha,1
29,fate,1
29,fire,1
29,varun,1
29,vishnu,1
29,sun,1
29,rama,2
30,rama,1
31,vishnu,3
31,bali,2
31,indra,2
31,rama,1
31,honour,1
31,visvamitra,1
32,rama,5
32,glory,1
32,rain,1
32,maricha,1
32,lakshman,1
32,suvahu,1
32,honour,1
32,indra,1
32,visvamitra,1
32,raghu,1
33,visvamitra,1
33,rama,3
33,mithila,2
33,virtue,1
33,sun,1
33,lakshman,1
34,kusa,1
34,honour,4
34,virtue,1
34,amurtarajas,1
34,girivraja,1
34,beauty,2
34,rain,1
34,wind,2
34,wind-god,2
34,fate,1
34,fame,1
34,chuli,1
34,urmila,1
34,kampili,1
34,indra,2
34,kusanabha,3
35,kusanabha,1
35,gadhi,3
35,richika,1
35,moon,1
35,glory,1
35,virtue,1
35,rama,1
36,rama,3
36,sona,1
36,sun,1
36,fire,1
36,visvamitra,1
36,virtue,1
36,ganga,4
36,beauty,1
36,himalaya,1
36,uma,2
36,glory,1
37,ayodhya,1
37,sagar,1
37,bhrigu,1
37,kesini,1
37,fame,1
38,ansuman,1
38,sagar,2
38,indra,1
39,fate,1
39,sagar,2
39,honour,1
39,mahapadma,1
39,fortune,1
39,fame,1
39,kapil,1
40,sagar,1
40,ansuman,2
40,honour,1
40,fortune,1
40,fate,1
40,ganga,1
41,sagar,1
41,ansuman,1
41,dilipa,3
41,ganga,2
41,bhagirath,2
41,virtue,1
41,siva,1
41,trident,1
42,air,2
42,bhagirath,5
42,nalini,1
42,sita,1
42,glory,1
42,ganga,7
42,jahnu,1
42,jahnavi,1
42,sagar,2
42,fame,1
42,virtue,1
42,brahma,1
43,rama,1
43,kasyap,1
43,trident,1
43,siva,1
43,asurs,2
43,madhu,1
43,ocean,2
43,titan,2
43,honour,1
43,suras,1
43,moon,1
43,glory,3
43,vishnu,1
43,fortune,1
43,indra,1
44,kasyap,3
44,indra,1
45,diti,1
45,bali,1
45,maruts,1
45,fame,1
45,alambusha,1
45,glory,1
45,visala,1
45,suchandra,1
45,somadatta,1
45,mithila,1
45,honour,1
45,fate,1
46,sun,1
46,moon,1
46,mithila,1
46,rama,1
46,ahalya,2
46,indra,3
46,beauty,1
46,gautam,2
46,air,1
46,honour,1
47,brahma,1
47,moon,1
47,rama,2
47,raghu,1
47,ahalya,1
47,honour,1
47,mithila,1
48,raghu,1
48,rama,2
48,visvamitra,2
48,satananda,1
48,honour,2
48,asvins,1
48,sun,1
48,moon,1
48,ahalya,1
48,virtue,1
49,satananda,2
49,honour,2
49,rama,2
49,renuka,1
49,fame,1
49,glory,1
50,right,1
50,visvamitra,2
50,vasishtha,2
50,fate,1
50,honour,2
50,rain,1
51,vasishtha,1
51,honour,1
51,visvamitra,1
51,glory,1
52,vasishtha,2
52,pahlavas,1
52,sakas,1
53,vasishtha,3
53,sun,2
53,barbars,1
53,sakas,1
53,haritas,1
53,ocean,1
53,nagas,1
53,mahadeva,1
53,glory,1
53,visvamitra,1
53,gadhi,1
54,visvamitra,1
54,fate,3
54,trident,1
54,rain,1
54,indra,1
54,fire,1
55,dridhanetra,1
55,air,1
55,visvamitra,1
55,vasishtha,2
55,trisanku,1
55,fame,1
56,trisanku,1
56,fate,4
57,glory,2
57,vedas,1
57,visvamitra,2
57,fate,1
57,mahodaya,1
58,trisanku,4
58,visvamitra,4
58,indra,1
58,glory,1
59,indra,1
59,glory,1
59,richika,1
60,sunahsepha,2
60,visvamitra,2
60,justice,1
60,madhushyand,1
60,virtue,1
60,agni,1
60,ambarisha,1
60,indra,2
60,upendra,1
60,thousand-eyed,1
61,brahma,2
61,kusik,1
61,visvamitra,1
61,air,1
61,rain,1
61,vishnu,1
62,kusik,1
62,thousand-eyed,2
62,indra,2
62,kandarpa,2
62,glory,1
63,ocean,1
63,wind,1
63,sun,2
63,fire,1
63,fate,3
63,brahma,1
63,vasishtha,1
63,satananda,1
63,rama,1
63,janak,1
64,janak,1
64,devarat,1
64,nimi,1
64,rudra,1
64,daksha,1
64,sita,1
64,mithila,2
65,janak,1
65,titan,1
65,rama,3
65,glory,1
65,sita,1
65,ayodhya,1
66,janak,1
66,visvamitra,2
66,rama,1
66,sita,1
66,vamadeva,1
66,honour,1
67,sumantra,1
67,vamadeva,1
67,janak,1
67,fate,1
67,indra,1
67,glory,1
67,rama,2
67,honour,1
67,lakshman,1
67,visvamitra,1
68,satananda,2
68,kusadhwaj,1
68,ikshumati,1
68,janak,3
68,vishnu,1
68,mithila,2
68,sudaman,1
68,ayodhya,1
68,vasishtha,1
68,visvamitra,1
68,brahma,1
68,marichi,1
68,kasyap,1
68,vivasvat,1
68,manu,1
68,fame,3
68,ikshvaku,2
68,kukshi,1
68,trisanku,1
68,dhruvasandhi,1
68,bharat,1
68,asit,2
68,talajanghas,1
68,himalaya,1
68,glory,1
68,fate,1
68,sagar,1
68,asamanj,1
68,ansuman,1
68,dilipa,1
68,bhagirath,1
68,purushadak,1
68,sudarsan,1
68,maru,1
68,ambarisha,1
68,nahush,2
68,nabhag,2
68,dasaratha,1
68,rama,1
68,right,1
69,janak,1
69,right,1
69,fame,2
69,glory,2
69,mahabir,1
69,haryasva,1
69,kirtiratha,1
69,maharoma,1
69,swarnaroma,1
69,kusadhwaj,1
69,sita,2
69,rama,1
69,urmila,1
69,moon,1
70,vasishtha,1
70,fame,1
70,bharat,2
70,satrughna,2
70,phalguni,1
70,dasaratha,1
70,ayodhya,1
70,mithila,1
70,janak,1
70,sun,1
71,right,1
71,ayodhya,1
71,honour,1
71,dasaratha,1
71,vasishtha,5
71,fortune,1
71,janak,2
71,satananda,1
71,rama,1
71,sita,2
71,lakshman,1
71,urmila,1
71,bharat,1
71,srutakirti,1
71,fire,1
71,rain,1
72,visvamitra,1
72,janak,1
72,vasishtha,2
72,air,1
72,dasaratha,1
72,sun,1
72,fire,1
72,tripura,1
72,fate,1
72,rama,2
73,fame,1
73,jamadagni,1
73,glory,2
73,dasaratha,1
73,thousand-eyed,1
73,rama,2
73,fate,1
73,tripura,1
73,vishnu,5
73,siva,2
73,devarat,1
73,richika,1
73,arjun,1
73,honour,1
74,dasaratha,1
74,air,1
74,rama,2
74,honour,1
74,madhu,1
75,rama,5
75,dasaratha,1
75,sumitra,1
75,kaikeyi,2
75,urmila,1
75,yudhajit,2
75,bharat,1
75,satrughna,1
75,lakshman,1
75,kausalya,1
75,vishnu,1
75,lakshmi,1
76,bharat,3
76,satrughna,2
76,honour,1
76,virtue,1
76,vrihaspati,1
76,vedas,1
76,fame,1
76,right,1
76,sun,1
76,rama,3
76,moon,1
76,glory,1
77,rama,7
77,indra,1
77,moon,1
77,glory,1
77,fate,1
77,rain,1
77,right,1
77,fame,1
77,lakshman,1
77,kasyap,1
78,fame,1
78,rama,6
78,vamadeva,1
78,chaitra,1
78,vasishtha,1
78,fire,1
78,sun,2
78,sumantra,3
78,aryan,1
78,honour,2
78,rain,1
78,dasaratha,1
78,meru,1
78,glory,1
78,virtue,1
79,moon,1
79,fate,1
79,rama,5
79,sumantra,1
79,mars,1
79,sita,4
79,bharat,2
79,virtue,1
79,sumitra,1
79,lakshman,1
79,kausalya,1
79,glory,1
79,ikshvaku,1
79,fortune,1
80,vasishtha,7
80,rama,4
80,honour,2
80,yayati,1
80,videhan,1
80,ayodhya,1
80,sun,1
80,vrihaspati,1
80,dasaratha,1
80,indra,1
80,moon,1
81,rama,5
81,fire,1
81,videhan,1
81,ayodhya,1
81,honour,1
81,moon,1
82,moon,1
82,manthara,1
82,ayodhya,1
82,rama,5
82,kaikeyi,3
82,dasaratha,2
82,bharat,1
82,fate,1
83,rama,10
83,bharat,6
83,fate,1
83,moon,1
83,pushya,1
83,kaikeyi,1
83,fortune,2
83,satrughna,1
83,lakshman,2
83,fame,1
83,kausalya,1
84,rama,5
84,bharat,5
84,kaikeyi,1
84,manthara,1
84,beauty,3
84,sambara,1
84,moon,1
84,fire,1
85,kaikeyi,2
85,rama,1
85,asoka,1
85,dasaratha,1
85,air,1
85,swarga,1
85,angas,1
85,vangas,1
85,magadh,1
85,sun,1
86,kaikeyi,1
86,rama,4
86,right,1
86,sun,1
86,moon,1
87,kaikeyi,2
87,rama,22
87,glory,2
87,bharat,5
87,honour,1
87,fame,1
87,alarka,1
87,kausalya,4
87,justice,1
87,moon,1
87,sumitra,1
87,videhan,1
87,sita,1
87,fate,1
87,indra,1
87,lakshman,1
88,kaikeyi,1
88,rama,3
88,sun,1
88,beauty,1
89,rama,7
89,justice,1
89,right,1
89,bali,1
89,kaikeyi,1
89,moon,3
89,vasishtha,3
89,ganga,1
89,sun,2
89,titan,1
89,brahma,1
89,indra,1
89,fortune,1
89,sumantra,3
90,cancer,1
90,sun,2
90,rama,3
90,honour,1
90,sumantra,4
90,siva,1
90,fire,1
90,beauty,1
90,moon,1
91,sumantra,4
91,rama,4
91,sita,2
91,moon,2
91,kaikeyi,1
91,fate,2
91,lakshman,2
91,fire,1
91,thousand-eyed,1
92,rama,2
92,glory,1
92,moon,1
93,rama,3
93,ocean,2
93,moon,1
93,kaikeyi,1
93,fortune,1
93,satrughna,1
93,virtue,1
93,right,1
93,bharat,2
93,dandak,3
93,honour,1
93,fate,1
94,bharat,5
94,honour,2
94,rama,5
94,virtue,1
94,glory,1
94,fortune,1
94,fame,1
94,lakshman,1
95,kausalya,1
95,lakshman,3
95,honour,1
95,rama,3
95,vishnu,1
95,fire,1
95,lakshmi,1
95,fame,1
95,dandak,2
95,moon,1
95,fate,1
96,kausalya,3
96,lakshman,4
96,rama,7
96,fame,1
96,ayodhya,1
96,right,3
96,kaikeyi,1
96,virtue,1
96,honour,2
96,fate,1
96,ocean,1
96,sagar,1
96,renuka,1
96,glory,2
97,rama,1
97,right,2
97,kaikeyi,1
97,fate,5
97,fortune,1
98,rama,1
98,lakshman,1
98,right,1
98,glory,1
98,fate,8
98,fire,1
98,kaikeyi,1
98,bharat,1
99,rama,4
99,fate,3
99,kausalya,1
99,honour,1
99,glory,1
100,virtue,1
100,indra,3
100,vrihaspati,1
100,moon,1
100,titan,1
100,fortune,1
100,dandak,1
100,rama,2
100,kausalya,1
100,fire,1
100,vinata,1
100,daitya,1
100,aditi,1
100,vishnu,1
100,glory,1
100,siva,1
101,kausalya,2
101,videhan,1
101,sita,1
101,vrihaspati,1
101,moon,2
101,beauty,1
101,kaikeyi,1
101,dandak,1
101,bharat,2
101,satrughna,1
102,videhan,1
102,fame,1
102,sita,2
103,sita,1
103,virtue,1
103,wind,1
103,honour,1
103,fortune,1
104,rama,1
104,fire,1
105,rama,2
105,savitri,1
105,wind,1
105,moon,1
105,glory,1
105,beauty,1
106,sita,2
106,lakshman,3
106,rama,5
106,kausalya,3
106,indra,1
106,videhan,1
106,varun,1
106,sun,1
107,lakshmi,1
107,raghu,1
107,suyajna,1
107,sita,2
107,rama,5
107,lakshman,2
107,brahma,1
107,agastya,1
107,taittiriya,1
107,kausalya,1
107,honour,1
107,trijat,1
108,sita,2
108,rama,6
108,sun,1
108,fire,1
108,kaikeyi,1
108,right,1
108,sumantra,1
109,sun,2
109,fire,1
109,sumantra,4
109,rama,4
109,dandak,1
109,lakshman,2
109,sita,2
109,brahma,1
109,kaikeyi,3
109,bharat,1
109,honour,1
110,bharat,1
110,rama,5
110,kekaya,1
110,sumantra,1
111,sumantra,1
111,rama,4
111,ayodhya,1
111,bharat,2
111,dasaratha,1
111,kaikeyi,2
111,fate,1
111,asamanj,2
111,glory,2
111,fame,1
111,indra,1
112,rama,5
112,kaikeyi,2
112,lakshman,2
112,sita,7
112,satrughna,1
113,sita,2
113,fame,1
113,kaikeyi,1
113,janak,1
113,rama,2
114,rama,2
114,kaikeyi,1
114,sumantra,1
114,fate,1
114,dasaratha,1
114,sita,3
114,glory,1
114,kausalya,2
114,moon,1
115,lakshman,2
115,rama,12
115,sita,3
115,sumitra,2
115,dasaratha,2
115,matali,1
115,kaikeyi,1
115,sumantra,1
115,wind,1
115,raghu,1
115,ayodhya,1
115,sun,1
115,moon,1
115,fate,1
116,fame,1
116,rama,3
116,fire,1
116,sun,2
116,jupiter,1
116,mercury,1
116,mars,1
116,glory,1
116,moon,2
116,ocean,1
116,ayodhya,2
116,wind,1
117,glory,2
117,rama,2
117,right,1
117,kausalya,3
117,justice,1
117,virtue,1
117,kaikeyi,1
117,bharat,1
117,sun,2
117,lakshman,1
117,ayodhya,1
117,dasaratha,1
118,kausalya,1
118,rama,3
118,moon,2
118,lakshman,3
118,sita,1
118,ayodhya,1
118,kaikeyi,1
119,kausalya,2
119,sumitra,2
119,lakshman,1
119,rama,2
119,fame,1
119,sun,1
119,suvahu,1
119,right,1
119,fortune,1
119,ayodhya,1
119,sita,1
119,lakshmi,1
119,glory,1
120,rama,3
120,ayodhya,1
120,moon,1
120,bharat,1
120,sita,1
120,lakshman,1
120,sun,1
120,wind,1
120,air,1
120,tamasa,1
120,sumantra,1
121,sita,2
121,lakshman,4
121,bharat,1
121,satrughna,1
121,sun,2
121,sumantra,6
121,rama,6
121,justice,1
121,tamasa,1
121,raghu,1
121,glory,1
122,rama,5
122,fire,1
122,fate,1
122,beauty,1
122,garud,1
123,rama,8
123,sita,2
123,kaikeyi,1
123,lakshman,1
123,bharat,1
124,right,1
124,virtue,1
124,rama,1
124,kosala,1
124,agastya,1
124,videhan,1
124,manu,1
124,ikshvaku,1
125,kosala,1
125,ayodhya,1
125,right,1
125,sun,1
125,fate,1
125,ganga,1
125,lakshman,4
125,rama,4
125,sita,2
125,sumantra,1
125,guha,3
125,honour,2
126,lakshman,2
126,sita,3
126,rama,3
126,kausalya,1
126,guha,1
127,rama,10
127,lakshman,7
127,guha,7
127,glory,2
127,sita,6
127,right,3
127,ayodhya,5
127,kaikeyi,1
127,bharat,2
127,sumantra,5
127,kausalya,1
127,ganga,2
127,videhan,1
127,fire,1
128,lakshman,3
128,rama,3
128,kaikeyi,2
128,bharat,2
128,right,1
128,ayodhya,1
128,sita,1
128,kausalya,1
128,fire,1
128,virtue,1
129,sun,2
129,glory,2
129,lakshman,1
129,rama,7
129,yamuna,1
129,ganga,1
129,janak,1
129,bharadvaja,4
129,videhan,2
129,prayag,1
129,sita,2
129,chitrakuta,1
130,bharadvaja,1
130,glory,1
130,rama,6
130,yamuna,1
130,ganga,2
130,sun,1
130,chitrakuta,1
130,sita,6
130,lakshman,3
130,videhan,1
130,kalindi,1
130,syama,1
130,kausalya,1
130,sumitra,1
131,lakshman,6
131,sita,3
131,rama,7
131,videhan,1
131,fire,1
131,chitrakuta,1
131,honour,1
131,wind,1
132,rama,6
132,sumantra,4
132,ayodhya,2
132,kaikeyi,1
132,kausalya,1
133,rama,5
133,sita,2
133,yayati,1
133,honour,1
133,bharat,1
133,justice,1
133,kaikeyi,1
133,right,1
134,prayag,1
134,lakshman,2
134,rama,8
134,guha,1
134,beauty,1
134,ayodhya,1
134,kaikeyi,2
134,raghu,1
134,sita,1
134,fire,1
134,glory,1
135,lakshman,1
135,dandak,1
135,rama,5
135,sita,1
135,ayodhya,1
135,kaikeyi,1
135,sumantra,1
135,beauty,1
135,moon,1
135,videhan,1
135,glory,2
135,fate,1
135,honour,1
136,rama,2
136,kausalya,1
136,videhan,1
136,bharat,1
136,soma,1
137,kausalya,2
137,right,1
137,ocean,1
137,sun,1
138,rama,3
138,fate,2
138,glory,1
138,kausalya,1
138,sun,1
138,fire,1
139,raghu,1
139,dasaratha,2
139,glory,1
139,dhundhumar,1
139,fate,1
139,indra,1
139,rama,1
139,right,1
139,kausalya,1
139,sumitra,1
140,glory,1
140,kausalya,4
140,sumitra,1
140,kaikeyi,1
141,fire,2
141,sun,2
141,kaikeyi,2
141,rama,5
142,katyayan,1
142,rama,1
142,bharat,1
142,kekaya,1
142,rain,1
142,fire,1
142,right,2
143,vasishtha,1
143,satrughna,1
143,bharat,2
143,rama,1
143,fate,1
143,malini,1
143,saradanda,1
143,abhikala,1
144,bharat,3
144,moon,1
144,lakshman,1
145,bharat,7
145,honour,2
145,dasaratha,1
145,sumitra,1
145,satrughna,3
145,fortune,1
145,rama,1
145,kekaya,1
145,asvapati,1
145,indrasira,1
145,right,1
146,ailadhana,1
146,salyakartan,1
146,ganga,1
146,bharunda,1
146,ansudhana,1
146,kutikoshtika,1
146,dharmavardhan,1
146,toran,1
146,jambuprastha,1
146,ujjihana,1
146,uttanika,1
146,ekasala,1
146,gomati,1
146,kalinga,1
146,sun,1
146,bharat,3
146,beauty,2
146,air,2
146,ayodhya,2
147,bharat,3
147,yudhajit,1
147,kaikeyi,3
147,fate,2
147,moon,1
147,virtue,3
147,rama,6
147,sita,3
147,lakshman,3
147,right,1
148,bharat,1
148,rama,1
148,fate,1
148,kausalya,2
148,sumitra,1
148,lakshman,1
148,fire,1
148,right,1
148,meru,1
148,virtue,1
148,honour,1
148,glory,1
149,right,2
149,rama,4
149,air,1
149,indra,1
149,sun,1
149,honour,1
149,ayodhya,1
149,dandak,1
150,dasaratha,1
150,satrughna,2
150,sita,1
150,kausalya,1
150,sumitra,3
150,bharat,2
150,rama,3
150,fire,1
150,raghu,1
150,sun,2
150,fame,1
150,virtue,1
151,fame,1
151,vasishtha,1
151,bharat,3
151,rama,3
151,lakshman,1
151,kausalya,1
152,honour,1
152,yayati,1
152,satrughna,2
152,kaikeyi,1
152,bharat,2
152,rama,1
152,fire,1
152,vasishtha,1
152,sumantra,1
153,satrughna,4
153,bharat,3
153,right,1
153,rama,1
153,kausalya,1
153,kaikeyi,3
154,rama,2
154,fire,1
154,bharat,1
154,fortune,1
155,moon,2
155,right,1
155,bharat,1
155,mandar,1
155,beauty,1
156,honour,1
156,bharat,4
156,air,1
156,satrughna,1
156,vedas,1
157,moon,2
157,glory,1
157,bharat,4
157,rama,6
157,vasishtha,1
157,virtue,2
157,justice,1
157,dilipa,1
157,dasaratha,1
157,lakshman,1
157,sumantra,1
158,bharat,6
158,kaikeyi,1
158,sumitra,1
158,rama,3
158,sun,1
159,guha,1
159,bharat,5
159,rama,2
159,nishadas,2
159,dandak,1
159,right,1
159,lakshman,1
160,guha,3
160,rama,2
160,bharat,2
160,glory,2
160,satrughna,1
160,fire,1
160,sun,1
160,himalaya,1
161,guha,1
161,bharat,2
161,lakshman,2
161,rama,2
161,glory,1
161,sita,3
161,fortune,1
161,satrughna,1
161,fate,1
161,ayodhya,1
162,guha,4
162,bharat,1
162,satrughna,1
162,rama,4
162,lakshman,6
162,kausalya,1
162,sita,1
163,bharat,2
163,rama,6
163,sita,3
163,fortune,1
163,fate,2
163,satrughna,1
163,ayodhya,1
164,raghu,1
164,satrughna,2
164,sun,1
164,sringavera,1
164,bharat,2
164,guha,3
164,kausalya,1
164,sumitra,1
165,vasishtha,5
165,bharat,3
165,bharadvaja,1
165,ayodhya,1
165,dasaratha,1
165,rama,1
165,kausalya,1
165,glory,1
165,fame,1
165,honour,1
166,bharat,5
166,bharadvaja,1
166,visvakarma,1
166,indra,2
166,haha,1
166,alambusha,1
166,beauty,1
166,ghritachi,1
166,visvachi,1
166,hema,1
166,bhima,1
166,nagadanta,1
166,tumburu,1
166,malaya,1
166,dardar,1
166,vasishtha,1
166,kuvera,1
166,gopa,1
166,gandharva,1
166,misrakesi,1
166,dandak,1
166,fate,1
166,rama,1
167,bharat,2
167,bharadvaja,2
167,raghu,1
167,sumitra,1
167,kaikeyi,1
167,aditi,1
167,vishnu,1
167,kausalya,2
167,fate,1
167,rama,1
167,moon,1
167,sun,1
168,bharat,5
168,chitrakuta,1
168,mandakini,1
168,rain,1
168,rama,1
168,lakshman,1
168,fire,1
168,dhrishti,1
169,raghu,1
169,videhan,1
169,sachi,1
169,mercury,1
169,wind,1
169,bharat,1
169,glory,1
169,fire,1
169,lakshman,1
169,fame,1
170,air,1
170,ayodhya,1
170,sarju,1
170,lakshman,1
170,chitrakuta,1
171,rama,14
171,sita,5
171,videhan,2
171,beauty,3
171,asoka,2
171,siva,1
171,uma,1
171,air,1
171,lakshman,1
172,rama,2
172,air,1
172,lakshman,4
172,sita,1
172,fire,1
172,bharat,5
173,rama,2
173,bharat,7
173,lakshman,2
173,sita,1
174,bharat,2
174,satrughna,1
174,guha,2
174,glory,2
174,sita,1
174,moon,1
174,nandan,1
174,rama,2
174,ocean,1
175,bharat,5
175,satrughna,4
175,vasishtha,1
175,sumantra,2
175,rama,3
175,bharadvaja,1
175,dasaratha,1
175,fire,1
175,lakshman,1
175,raghu,1
175,right,1
175,vrihaspati,1
175,sukra,1
176,rama,3
176,bharat,1
176,kaikeyi,1
176,mars,1
176,moon,1
176,honour,1
176,ayodhya,1
176,dasaratha,1
177,bharat,1
177,ayodhya,1
177,kekaya,1
177,lakshman,1
178,rama,8
178,bharat,3
178,indra,1
178,daitya,1
178,ayodhya,1
178,fate,1
178,sita,3
178,lakshman,1
178,sumantra,1
178,honour,1
179,vasishtha,2
179,kausalya,2
179,sumitra,1
179,fortune,1
179,sita,1
179,sun,1
179,moon,1
179,fire,1
179,indra,1
179,bharat,4
179,glory,1
179,mahendra,1
179,lakshman,1
180,bharat,3
180,rama,3
180,fate,2
180,yamuna,1
180,ocean,1
180,sun,1
180,virtue,1
181,right,1
181,fate,1
181,vasishtha,1
181,indra,1
181,bharat,2
182,kaikeyi,1
182,lakshman,2
182,sita,1
182,gaya,1
182,ayodhya,2
182,satrughna,1
182,dandak,2
182,right,1
183,rama,1
183,right,2
183,ayodhya,1
183,indra,1
184,javali,1
184,rama,2
184,right,4
184,virtue,3
184,justice,1
184,honour,3
184,fortune,1
184,fame,1
184,fire,1
184,wind,1
184,moon,1
184,indra,1
184,buddhist,1
185,vasishtha,1
185,javali,1
185,brahma,2
185,marichi,1
185,kasyap,1
185,vivasvat,1
185,fame,2
185,ikshvaku,1
185,kukshi,1
185,vikukshi,1
185,virtue,1
185,trisanku,1
185,yuvanasva,1
185,dhruvasandhi,1
185,bharat,1
185,talajanghas,1
185,sasivindhus,1
185,sagar,1
185,asamanj,2
185,ansuman,1
185,dilipa,1
185,bhagirath,1
185,raghu,1
185,purushadak,1
185,sankhan,1
185,sudarsan,2
185,maru,1
185,ambarisha,1
185,nahush,1
185,nabhag,1
185,aja,2
185,dasaratha,1
186,rama,4
186,honour,2
186,vasishtha,1
186,dasaratha,1
186,bharat,5
186,sumantra,1
186,right,1
186,kaikeyi,1
187,fate,1
187,ten-necked,1
187,fame,1
187,kaikeyi,1
187,rama,5
187,bharat,6
187,moon,1
187,beauty,1
187,ocean,1
187,sun,1
187,fire,1
187,satrughna,1
187,glory,1
188,bharat,5
188,satrughna,1
188,vamadeva,1
188,right,2
188,rama,2
188,virtue,1
188,vasishtha,1
188,ayodhya,5
188,yamuna,1
188,sringavera,1
188,glory,1
188,beauty,1
189,rahu,1
189,fire,1
190,rama,3
190,vasishtha,2
190,bharat,3
190,satrughna,1
190,right,1
190,fame,1
191,bharat,1
191,rama,2
191,lakshman,1
191,honour,1
191,videhan,1
191,khara,1
191,raghu,1
191,fame,1
192,bharat,2
192,lakshman,2
192,sita,3
192,anasuya,2
192,rama,3
192,ganga,1
192,videhan,1
192,glory,1
192,fate,1
192,virtue,2
192,fame,1
193,sita,4
193,kausalya,1
193,rama,5
193,fire,1
193,savitri,1
193,virtue,1
193,rohini,1
193,right,2
