Source,Target,Weight,Canto,Book,vader,Canto_no
kausalya,sita,1,Canto LXXII. Bharat's Inquiry.,BOOK II.,0.9399,147
dandak,lakshman,2,Canto LXXII. Bharat's Inquiry.,BOOK II.,0.34,147
dandak,sita,2,Canto LXXII. Bharat's Inquiry.,BOOK II.,0.34,147
dandak,bharat,2,Canto LXXII. Bharat's Inquiry.,BOOK II.,0.34,147
kausalya,sumitra,2,Canto LXXIII. Kaikeyí Reproached.,BOOK II.,-0.5106,148
dasaratha,satrughna,1,Canto LXXV. The Abjuration.,BOOK II.,0.0258,150
dasaratha,rama,1,Canto LXXV. The Abjuration.,BOOK II.,0.0258,150
satrughna,rama,2,Canto LXXV. The Abjuration.,BOOK II.,0.5719,150
rama,sita,6,Canto LXXV. The Abjuration.,BOOK II.,0.6846,150
sita,kausalya,1,Canto LXXV. The Abjuration.,BOOK II.,-0.3818,150
kausalya,sumitra,2,Canto LXXV. The Abjuration.,BOOK II.,0.0,150
kausalya,kaikeyi,2,Canto LXXV. The Abjuration.,BOOK II.,0.0,150
sumitra,kaikeyi,3,Canto LXXV. The Abjuration.,BOOK II.,-0.5994,150
bharat,satrughna,4,Canto LXXV. The Abjuration.,BOOK II.,-0.8957,150
rama,lakshman,3,Canto LXXVI. The Funeral.,BOOK II.,0.8316,151
ayodhya,rama,1,Canto LXXVI. The Funeral.,BOOK II.,-0.6808,151
yayati,satrughna,1,Canto LXXVII. The Gathering Of The Ashes.,BOOK II.,-0.8074,152
ayodhya,ikshvaku,1,Canto LXXVII. The Gathering Of The Ashes.,BOOK II.,0.0258,152
vasishtha,bharat,1,Canto LXXVII. The Gathering Of The Ashes.,BOOK II.,0.4215,152
sumantra,satrughna,1,Canto LXXVII. The Gathering Of The Ashes.,BOOK II.,0.7096,152
satrughna,bharat,7,Canto LXXVIII. Manthará Punished.,BOOK II.,-0.4215,153
lakshman,bharat,1,Canto LXXVIII. Manthará Punished.,BOOK II.,-0.4588,153
rama,satrughna,1,Canto LXXVIII. Manthará Punished.,BOOK II.,0.4404,153
satrughna,kaikeyi,1,Canto LXXXI. The Assembly.,BOOK II.,-0.3595,156
vasishtha,bharat,2,Canto LXXXII. The Departure.,BOOK II.,-0.5106,157
dilipa,dasaratha,1,Canto LXXXII. The Departure.,BOOK II.,0.0,157
dilipa,rama,1,Canto LXXXII. The Departure.,BOOK II.,0.0,157
raghu,kaikeyi,1,Canto LXXXIII. The Journey Begun.,BOOK II.,0.926,158
raghu,sumitra,1,Canto LXXXIII. The Journey Begun.,BOOK II.,0.926,158
raghu,rama,1,Canto LXXXIII. The Journey Begun.,BOOK II.,0.926,158
kaikeyi,sumitra,1,Canto LXXXIII. The Journey Begun.,BOOK II.,0.9485,158
kaikeyi,rama,1,Canto LXXXIII. The Journey Begun.,BOOK II.,0.9485,158
sumitra,rama,1,Canto LXXXIII. The Journey Begun.,BOOK II.,0.9485,158
ganga,rama,4,Canto LXXXIII. The Journey Begun.,BOOK II.,0.6908,158
guha,ganga,1,Canto LXXXIV. Guha's Anger.,BOOK II.,0.2263,159
nishadas,bharat,4,Canto LXXXIV. Guha's Anger.,BOOK II.,0.4588,159
lakshman,bharat,1,Canto LXXXIV. Guha's Anger.,BOOK II.,0.3182,159
lakshman,sumantra,1,Canto LXXXIV. Guha's Anger.,BOOK II.,0.3182,159
bharadvaja,ganga,1,Canto LXXXV. Guha And Bharat.,BOOK II.,0.4019,160
ganga,guha,1,Canto LXXXV. Guha And Bharat.,BOOK II.,0.4404,160
satrughna,rama,1,Canto LXXXV. Guha And Bharat.,BOOK II.,-0.6808,160
satrughna,bharat,1,Canto LXXXV. Guha And Bharat.,BOOK II.,-0.6808,160
guha,bharat,1,Canto LXXXVI. Guha's Speech.,BOOK II.,0.2732,161
bharat,lakshman,6,Canto LXXXVI. Guha's Speech.,BOOK II.,0.5106,161
rama,raghu,3,Canto LXXXVI. Guha's Speech.,BOOK II.,-0.476,161
ayodhya,bharat,1,Canto LXXXVI. Guha's Speech.,BOOK II.,-0.34,161
guha,bharat,4,Canto LXXXVII. Guha's Story.,BOOK II.,-0.4215,162
rama,lakshman,5,Canto LXXXVII. Guha's Story.,BOOK II.,-0.25,162
kausalya,lakshman,1,Canto LXXXVII. Guha's Story.,BOOK II.,0.8205,162
kausalya,sita,1,Canto LXXXVII. Guha's Story.,BOOK II.,0.8205,162
sita,guha,2,Canto LXXXVII. Guha's Story.,BOOK II.,0.5574,162
rama,bharat,7,Canto LXXXVIII. The Ingudí Tree.,BOOK II.,0.5574,163
dasaratha,videha,1,Canto LXXXVIII. The Ingudí Tree.,BOOK II.,0.7269,163
videha,rama,1,Canto LXXXVIII. The Ingudí Tree.,BOOK II.,0.6597,163
raghu,sita,1,Canto LXXXVIII. The Ingudí Tree.,BOOK II.,0.872,163
satrughna,rama,1,Canto LXXXVIII. The Ingudí Tree.,BOOK II.,0.296,163
satrughna,ayodhya,1,Canto LXXXVIII. The Ingudí Tree.,BOOK II.,0.296,163
raghu,ganga,1,Canto LXXXIX. The Passage Of Gangá.,BOOK II.,0.5267,164
ganga,satrughna,2,Canto LXXXIX. The Passage Of Gangá.,BOOK II.,0.5267,164
sringavera,satrughna,1,Canto LXXXIX. The Passage Of Gangá.,BOOK II.,0.4939,164
bharat,guha,2,Canto LXXXIX. The Passage Of Gangá.,BOOK II.,0.5106,164
kausalya,sumitra,1,Canto LXXXIX. The Passage Of Gangá.,BOOK II.,0.0,164
vasishtha,bharat,5,Canto XC. The Hermitage.,BOOK II.,0.0,165
vasishtha,bharadvaja,6,Canto XC. The Hermitage.,BOOK II.,0.0734,165
bharat,bharadvaja,4,Canto XC. The Hermitage.,BOOK II.,0.0,165
chitrakuta,rama,1,Canto XC. The Hermitage.,BOOK II.,-0.4019,165
kaikeyi,bharat,2,Canto XCI. Bharadvája's Feast.,BOOK II.,0.6573,166
alambusha,ghritachi,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.9001,166
alambusha,visvachi,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.9001,166
alambusha,hema,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.9001,166
alambusha,bhima,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.9001,166
ghritachi,visvachi,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.8442,166
ghritachi,hema,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.8442,166
ghritachi,bhima,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.8442,166
ghritachi,nagadanta,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.8442,166
visvachi,hema,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.8442,166
visvachi,bhima,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.8442,166
visvachi,nagadanta,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.8442,166
hema,bhima,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.7783,166
hema,nagadanta,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.7783,166
hema,indra,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.7783,166
bhima,nagadanta,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.7783,166
bhima,indra,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.7783,166
bhima,brahma,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.7783,166
nagadanta,indra,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.4939,166
nagadanta,brahma,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.4939,166
brahma,tumburu,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.4588,166
brahma,kuvera,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.4588,166
tumburu,kuvera,1,Canto XCI. Bharadvája's Feast.,BOOK II.,-0.4588,166
malaya,dardar,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.25,166
nandan,gopa,2,Canto XCI. Bharadvája's Feast.,BOOK II.,0.926,166
gopa,gandharva,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.6808,166
gopa,bharat,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.6808,166
gandharva,bharat,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.2023,166
dandak,bharat,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.2732,166
dandak,rama,1,Canto XCI. Bharadvája's Feast.,BOOK II.,0.2732,166
sumitra,kaikeyi,1,Canto XCII. Bharat's Farewell.,BOOK II.,-0.8271,167
aditi,vishnu,1,Canto XCII. Bharat's Farewell.,BOOK II.,0.1779,167
aditi,kausalya,1,Canto XCII. Bharat's Farewell.,BOOK II.,0.1779,167
aditi,rama,1,Canto XCII. Bharat's Farewell.,BOOK II.,0.1779,167
vishnu,kausalya,1,Canto XCII. Bharat's Farewell.,BOOK II.,-0.5106,167
vishnu,rama,1,Canto XCII. Bharat's Farewell.,BOOK II.,-0.5106,167
kausalya,rama,2,Canto XCII. Bharat's Farewell.,BOOK II.,-0.3182,167
chitrakuta,mandakini,2,Canto XCIII. Chitrakúta In Sight.,BOOK II.,0.3612,168
rama,lakshman,1,Canto XCIII. Chitrakúta In Sight.,BOOK II.,0.1779,168
rama,bharat,1,Canto XCIII. Chitrakúta In Sight.,BOOK II.,0.1779,168
lakshman,bharat,1,Canto XCIII. Chitrakúta In Sight.,BOOK II.,0.1779,168
raghu,videhan,1,Canto XCIV. Chitrakúta.,BOOK II.,0.8934,169
videhan,swarga,1,Canto XCIV. Chitrakúta.,BOOK II.,0.8971,169
swarga,sachi,1,Canto XCIV. Chitrakúta.,BOOK II.,0.9274,169
swarga,chitrakuta,1,Canto XCIV. Chitrakúta.,BOOK II.,0.9274,169
sachi,chitrakuta,1,Canto XCIV. Chitrakúta.,BOOK II.,0.8934,169
ayodhya,videha,2,Canto XCV. Mandákiní.,BOOK II.,0.6369,170
videha,mandakini,1,Canto XCV. Mandákiní.,BOOK II.,0.9565,170
raghu,chitrakuta,1,Canto XCV. Mandákiní.,BOOK II.,0.5719,170
rama,janak,19,Canto XCVI. The Magic Shaft.,BOOK II.,0.6907999999999999,171
sita,videhan,7,Canto XCVI. The Magic Shaft.,BOOK II.,0.6513999999999999,171
siva,uma,1,Canto XCVI. The Magic Shaft.,BOOK II.,0.875,171
rama,lakshman,2,Canto XCVIII. Lakshman Calmed.,BOOK II.,0.3182,173
bharat,satrughna,3,Canto XCIX. Bharat's Approach.,BOOK II.,0.0,174
rama,sita,5,Canto XCIX. Bharat's Approach.,BOOK II.,0.8779,174
bharat,satrughna,6,Canto C. The Meeting.,BOOK II.,-0.1531,175
bharat,vasishtha,6,Canto C. The Meeting.,BOOK II.,-0.1531,175
satrughna,vasishtha,4,Canto C. The Meeting.,BOOK II.,-0.1531,175
vasishtha,sumantra,1,Canto C. The Meeting.,BOOK II.,0.6908,175
sumantra,satrughna,2,Canto C. The Meeting.,BOOK II.,-0.25,175
sumantra,bharat,2,Canto C. The Meeting.,BOOK II.,-0.25,175
sumantra,rama,2,Canto C. The Meeting.,BOOK II.,-0.25,175
raghu,bharat,2,Canto C. The Meeting.,BOOK II.,0.9246,175
brahma,lakshman,1,Canto C. The Meeting.,BOOK II.,0.8779,175
brahma,bharat,1,Canto C. The Meeting.,BOOK II.,0.8779,175
vrihaspati,sukra,1,Canto C. The Meeting.,BOOK II.,0.8625,175
rama,bharat,4,Canto CI. Bharata Questioned.,BOOK II.,-0.0686,176
kaikeyi,rama,2,Canto CI. Bharata Questioned.,BOOK II.,0.8625,176
ayodhya,dandak,1,Canto CI. Bharata Questioned.,BOOK II.,0.1779,176
ayodhya,dasaratha,1,Canto CI. Bharata Questioned.,BOOK II.,0.1779,176
dandak,dasaratha,1,Canto CI. Bharata Questioned.,BOOK II.,0.7269,176
ayodhya,raghu,1,Canto CII. Bharat's Tidings.,BOOK II.,0.8176,177
rama,bharat,8,Canto CIII. The Funeral Libation.,BOOK II.,-0.8834,178
indra,daitya,1,Canto CIII. The Funeral Libation.,BOOK II.,-0.7845,178
sita,rama,3,Canto CIII. The Funeral Libation.,BOOK II.,0.0,178
sumantra,rama,1,Canto CIII. The Funeral Libation.,BOOK II.,0.8519,178
kausalya,sumitra,2,Canto CIV. The Meeting With The Queens.,BOOK II.,-0.6705,179
rama,kausalya,3,Canto CIV. The Meeting With The Queens.,BOOK II.,0.7506,179
indra,bharat,1,Canto CIV. The Meeting With The Queens.,BOOK II.,0.6124,179
raghu,bharat,1,Canto CIV. The Meeting With The Queens.,BOOK II.,0.7533,179
lakshman,bharat,1,Canto CIV. The Meeting With The Queens.,BOOK II.,0.8519,179
vasishtha,indra,1,Canto CVI. Bharat's Speech.,BOOK II.,0.5859,181
lakshman,sita,2,Canto CVII. Ráma's Speech.,BOOK II.,0.656,182
ayodhya,satrughna,2,Canto CVII. Ráma's Speech.,BOOK II.,0.6908,182
dandak,lakshman,2,Canto CVII. Ráma's Speech.,BOOK II.,0.0,182
javali,rama,3,Canto CIX. The Praises Of Truth.,BOOK II.,0.9617999999999999,184
vasishtha,rama,1,Canto CX. The Sons Of Ikshváku.,BOOK II.,-0.2263,185
vasishtha,javali,1,Canto CX. The Sons Of Ikshváku.,BOOK II.,-0.2263,185
rama,javali,1,Canto CX. The Sons Of Ikshváku.,BOOK II.,-0.1154,185
marichi,kasyap,3,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.44040000000000007,185
marichi,vivasvat,2,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.4404,185
kasyap,vivasvat,1,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.4404,185
vivasvat,ikshvaku,1,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.7003,185
ikshvaku,ayodhya,2,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.9169,185
ikshvaku,kukshi,2,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.9169,185
ayodhya,kukshi,1,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.8591,185
kukshi,vikukshi,2,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.872,185
dhruvasandhi,bharat,3,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.836,185
talajanghas,sasivindhus,1,Canto CX. The Sons Of Ikshváku.,BOOK II.,-0.6124,185
bhrigu,himalaya,1,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.8074,185
asamanj,sagar,2,Canto CX. The Sons Of Ikshváku.,BOOK II.,-0.9528,185
ansuman,dilipa,2,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.0,185
ansuman,bhagirath,2,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.0,185
dilipa,bhagirath,1,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.0,185
raghu,purushadak,2,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.6369,185
raghu,kalmashapada,2,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.6369,185
purushadak,kalmashapada,1,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.6369,185
purushadak,sankhan,1,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.6369,185
kalmashapada,sankhan,1,Canto CX. The Sons Of Ikshváku.,BOOK II.,-0.8126,185
sankhan,sudarsan,1,Canto CX. The Sons Of Ikshváku.,BOOK II.,-0.4939,185
maru,ambarisha,4,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.4939,185
maru,nahush,2,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.4939,185
ambarisha,nahush,3,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.8689,185
nabhag,aja,2,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.8591,185
nabhag,dasaratha,1,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.8591,185
aja,dasaratha,2,Canto CX. The Sons Of Ikshváku.,BOOK II.,0.7964,185
dasaratha,bharat,1,Canto CXI. Counsel To Bharat.,BOOK II.,0.4767,186
dasaratha,sumantra,1,Canto CXI. Counsel To Bharat.,BOOK II.,0.4767,186
kaikeyi,bharat,2,Canto CXI. Counsel To Bharat.,BOOK II.,0.8481,186
rama,kaikeyi,10,Canto CXII. The Sandals.,BOOK II.,0.84034,187
raghu,rama,1,Canto CXII. The Sandals.,BOOK II.,0.6597,187
kausalya,bharat,1,Canto CXII. The Sandals.,BOOK II.,0.5574,187
satrughna,kaikeyi,1,Canto CXII. The Sandals.,BOOK II.,0.8628,187
satrughna,ikshvaku,1,Canto CXII. The Sandals.,BOOK II.,0.8628,187
satrughna,sita,1,Canto CXII. The Sandals.,BOOK II.,0.8628,187
ikshvaku,sita,1,Canto CXII. The Sandals.,BOOK II.,0.6124,187
bharat,satrughna,6,Canto CXIII. Bharat's Return.,BOOK II.,0.0,188
chitrakuta,bharat,1,Canto CXIII. Bharat's Return.,BOOK II.,0.0,188
raghu,vasishtha,1,Canto CXIII. Bharat's Return.,BOOK II.,-0.0258,188
ayodhya,rama,5,Canto CXIII. Bharat's Return.,BOOK II.,0.8271,188
yamuna,ganga,1,Canto CXIII. Bharat's Return.,BOOK II.,0.7351,188
ganga,sringavera,1,Canto CXIII. Bharat's Return.,BOOK II.,0.0,188
sringavera,ayodhya,1,Canto CXIII. Bharat's Return.,BOOK II.,0.0,188
bharat,rama,1,Canto CXVI. The Hermit's Speech.,BOOK II.,0.0,191
lakshman,atri,2,Canto CXVII. Anasúyá.,BOOK II.,0.2023,192
sita,anasuya,3,Canto CXVII. Anasúyá.,BOOK II.,0.5574,192
anasuya,sita,3,Canto CXVIII. Anasúyá's Gifts.,BOOK II.,0.5106,193
lakshmi,vishnu,1,Canto CXVIII. Anasúyá's Gifts.,BOOK II.,0.8591,193
lakshmi,sita,1,Canto CXVIII. Anasúyá's Gifts.,BOOK II.,0.8591,193
vishnu,sita,1,Canto CXVIII. Anasúyá's Gifts.,BOOK II.,0.7003,193
varun,daksha,1,Canto CXVIII. Anasúyá's Gifts.,BOOK II.,0.8442,193
ayodhya,rama,1,Canto CXVIII. Anasúyá's Gifts.,BOOK II.,0.5106,193
rama,lakshman,1,Canto CXIX. The Forest.,BOOK II.,0.9432,194
rama,sita,1,Canto CXIX. The Forest.,BOOK II.,0.9432,194
lakshman,sita,1,Canto CXIX. The Forest.,BOOK II.,0.8957,194
brahma,raghu,1,Canto I. The Hermitage.,BOOK III.,0.8588,195
sita,lakshman,5,Canto I. The Hermitage.,BOOK III.,0.8315800000000001,195
rama,viradha,1,Canto II. Virádha.,BOOK III.,0.3612,196
rama,sita,1,Canto II. Virádha.,BOOK III.,0.3612,196
viradha,sita,3,Canto II. Virádha.,BOOK III.,0.3612,196
dandak,viradha,1,Canto III. Virádha Attacked.,BOOK III.,0.8316,197
dandak,raghu,1,Canto III. Virádha Attacked.,BOOK III.,0.8316,197
raghu,satahrada,1,Canto III. Virádha Attacked.,BOOK III.,0.2732,197
indra,viradha,1,Canto III. Virádha Attacked.,BOOK III.,-0.5994,197
rama,lakshman,6,Canto IV. Virádha's Death.,BOOK III.,0.9042,198
viradha,rama,2,Canto IV. Virádha's Death.,BOOK III.,-0.7351,198
sarabhanga,rama,9,Canto V. Sarabhanga.,BOOK III.,0.3471666666666667,199
indra,lakshman,5,Canto V. Sarabhanga.,BOOK III.,0.10846,199
raghu,rama,2,Canto V. Sarabhanga.,BOOK III.,-0.0516,199
raghu,brahma,2,Canto VI. Ráma's Promise.,BOOK III.,0.8555,200
chitrakuta,mandakini,1,Canto VI. Ráma's Promise.,BOOK III.,-0.296,200
chitrakuta,pampa,1,Canto VI. Ráma's Promise.,BOOK III.,-0.296,200
mandakini,pampa,1,Canto VI. Ráma's Promise.,BOOK III.,-0.5423,200
lakshman,sutikshna,1,Canto VI. Ráma's Promise.,BOOK III.,0.0,200
raghu,sita,2,Canto VII. Sutíkshna.,BOOK III.,-0.1027,201
sita,sutikshna,3,Canto VII. Sutíkshna.,BOOK III.,0.44040000000000007,201
meru,ikshvaku,1,Canto VII. Sutíkshna.,BOOK III.,0.0,201
meru,sita,1,Canto VII. Sutíkshna.,BOOK III.,0.0,201
ikshvaku,sita,1,Canto VII. Sutíkshna.,BOOK III.,-0.25,201
rama,sumitra,1,Canto VIII. The Hermitage.,BOOK III.,0.6369,202
suchi,sachi,1,Canto IX. Sítá's Speech.,BOOK III.,0.8591,203
sita,janak,1,Canto X. Ráma's Reply.,BOOK III.,0.926,204
rama,lakshman,9,Canto XI. Agastya.,BOOK III.,0.6704999999999999,205
vatapi,ilval,1,Canto XI. Agastya.,BOOK III.,-0.4588,205
yama,agastya,1,Canto XI. Agastya.,BOOK III.,-0.8591,205
rama,agastya,9,Canto XII. The Heavenly Bow.,BOOK III.,0.38180000000000003,206
brahma,vishnu,1,Canto XII. The Heavenly Bow.,BOOK III.,0.0,206
raghu,rama,1,Canto XII. The Heavenly Bow.,BOOK III.,0.7717,206
sita,janak,4,Canto XIII. Agastya's Counsel.,BOOK III.,0.296,207
godavari,sita,1,Canto XIII. Agastya's Counsel.,BOOK III.,0.9501,207
agastya,sita,1,Canto XIII. Agastya's Counsel.,BOOK III.,0.1779,207
raghu,panchavati,3,Canto XIV. Jatáyus.,BOOK III.,0.0516,208
kardam,vikrit,1,Canto XIV. Jatáyus.,BOOK III.,0.6369,208
kardam,sansray,1,Canto XIV. Jatáyus.,BOOK III.,0.6369,208
kardam,bahuputra,1,Canto XIV. Jatáyus.,BOOK III.,0.6369,208
vikrit,sansray,1,Canto XIV. Jatáyus.,BOOK III.,0.5574,208
vikrit,bahuputra,1,Canto XIV. Jatáyus.,BOOK III.,0.5574,208
vikrit,sthanu,1,Canto XIV. Jatáyus.,BOOK III.,0.5574,208
vikrit,marichi,1,Canto XIV. Jatáyus.,BOOK III.,0.5574,208
sansray,bahuputra,1,Canto XIV. Jatáyus.,BOOK III.,0.5574,208
sansray,sthanu,1,Canto XIV. Jatáyus.,BOOK III.,0.5574,208
sansray,marichi,1,Canto XIV. Jatáyus.,BOOK III.,0.5574,208
sansray,kratu,1,Canto XIV. Jatáyus.,BOOK III.,0.5574,208
sansray,pulastya,1,Canto XIV. Jatáyus.,BOOK III.,0.5574,208
bahuputra,sthanu,1,Canto XIV. Jatáyus.,BOOK III.,0.5574,208
bahuputra,marichi,1,Canto XIV. Jatáyus.,BOOK III.,0.5574,208
bahuputra,kratu,1,Canto XIV. Jatáyus.,BOOK III.,0.5574,208
bahuputra,pulastya,1,Canto XIV. Jatáyus.,BOOK III.,0.5574,208
sthanu,marichi,1,Canto XIV. Jatáyus.,BOOK III.,0.0,208
sthanu,kratu,1,Canto XIV. Jatáyus.,BOOK III.,0.0,208
sthanu,pulastya,1,Canto XIV. Jatáyus.,BOOK III.,0.0,208
marichi,kratu,1,Canto XIV. Jatáyus.,BOOK III.,0.0,208
marichi,pulastya,1,Canto XIV. Jatáyus.,BOOK III.,0.0,208
marichi,pulah,1,Canto XIV. Jatáyus.,BOOK III.,0.0,208
kratu,pulastya,1,Canto XIV. Jatáyus.,BOOK III.,0.0,208
kratu,pulah,1,Canto XIV. Jatáyus.,BOOK III.,0.0,208
pulastya,pulah,1,Canto XIV. Jatáyus.,BOOK III.,0.4939,208
pulastya,vivasvat,1,Canto XIV. Jatáyus.,BOOK III.,0.4939,208
pulah,vivasvat,1,Canto XIV. Jatáyus.,BOOK III.,0.7717,208
pulah,arishtanemi,1,Canto XIV. Jatáyus.,BOOK III.,0.7717,208
pulah,kasyap,1,Canto XIV. Jatáyus.,BOOK III.,0.7717,208
vivasvat,arishtanemi,1,Canto XIV. Jatáyus.,BOOK III.,0.8625,208
vivasvat,kasyap,1,Canto XIV. Jatáyus.,BOOK III.,0.8625,208
arishtanemi,kasyap,1,Canto XIV. Jatáyus.,BOOK III.,0.7506,208
krodhavasa,kasyap,1,Canto XIV. Jatáyus.,BOOK III.,0.7717,208
aditi,vasus,1,Canto XIV. Jatáyus.,BOOK III.,0.6124,208
aditi,adityas,1,Canto XIV. Jatáyus.,BOOK III.,0.6124,208
vasus,adityas,1,Canto XIV. Jatáyus.,BOOK III.,0.872,208
vasus,diti,1,Canto XIV. Jatáyus.,BOOK III.,0.872,208
adityas,diti,1,Canto XIV. Jatáyus.,BOOK III.,0.872,208
asvagriva,narak,1,Canto XIV. Jatáyus.,BOOK III.,0.4404,208
asvagriva,kalak,1,Canto XIV. Jatáyus.,BOOK III.,0.4404,208
narak,kalak,1,Canto XIV. Jatáyus.,BOOK III.,0.7506,208
syeni,suki,2,Canto XIV. Jatáyus.,BOOK III.,-0.2263,208
syeni,dhritarashtri,2,Canto XIV. Jatáyus.,BOOK III.,-0.2263,208
syeni,kraunchi,2,Canto XIV. Jatáyus.,BOOK III.,-0.2263,208
suki,dhritarashtri,3,Canto XIV. Jatáyus.,BOOK III.,-0.3182,208
suki,kraunchi,3,Canto XIV. Jatáyus.,BOOK III.,-0.3182,208
suki,bhasi,3,Canto XIV. Jatáyus.,BOOK III.,-0.3182,208
dhritarashtri,kraunchi,2,Canto XIV. Jatáyus.,BOOK III.,-0.3182,208
dhritarashtri,bhasi,2,Canto XIV. Jatáyus.,BOOK III.,-0.3182,208
kraunchi,bhasi,1,Canto XIV. Jatáyus.,BOOK III.,-0.3182,208
bhasi,syeni,1,Canto XIV. Jatáyus.,BOOK III.,-0.3182,208
nala,vinata,1,Canto XIV. Jatáyus.,BOOK III.,0.4215,208
nala,mrigi,1,Canto XIV. Jatáyus.,BOOK III.,0.4215,208
vinata,mrigi,2,Canto XIV. Jatáyus.,BOOK III.,0.4215,208
vinata,mrigamanda,2,Canto XIV. Jatáyus.,BOOK III.,0.4215,208
vinata,hari,2,Canto XIV. Jatáyus.,BOOK III.,0.4215,208
mrigi,mrigamanda,1,Canto XIV. Jatáyus.,BOOK III.,0.6369,208
mrigi,hari,1,Canto XIV. Jatáyus.,BOOK III.,0.6369,208
mrigi,matangi,1,Canto XIV. Jatáyus.,BOOK III.,0.6369,208
mrigi,surasa,1,Canto XIV. Jatáyus.,BOOK III.,0.6369,208
mrigamanda,hari,2,Canto XIV. Jatáyus.,BOOK III.,0.7579,208
mrigamanda,matangi,2,Canto XIV. Jatáyus.,BOOK III.,0.7579,208
mrigamanda,surasa,2,Canto XIV. Jatáyus.,BOOK III.,0.7579,208
hari,matangi,2,Canto XIV. Jatáyus.,BOOK III.,0.7579,208
hari,surasa,2,Canto XIV. Jatáyus.,BOOK III.,0.7579,208
matangi,surasa,1,Canto XIV. Jatáyus.,BOOK III.,0.8316,208
gandharvi,surasa,1,Canto XIV. Jatáyus.,BOOK III.,-0.4588,208
gandharvi,kadru,1,Canto XIV. Jatáyus.,BOOK III.,-0.4588,208
sudras,vaisyas,3,Canto XIV. Jatáyus.,BOOK III.,0.0,208
vaisyas,anala,1,Canto XIV. Jatáyus.,BOOK III.,0.0,208
anala,suki,1,Canto XIV. Jatáyus.,BOOK III.,0.5859,208
arun,garud,3,Canto XIV. Jatáyus.,BOOK III.,0.2023,208
arun,vinata,2,Canto XIV. Jatáyus.,BOOK III.,0.2023,208
arun,sampati,2,Canto XIV. Jatáyus.,BOOK III.,0.2023,208
garud,vinata,1,Canto XIV. Jatáyus.,BOOK III.,0.2023,208
garud,sampati,1,Canto XIV. Jatáyus.,BOOK III.,0.2023,208
lakshman,sita,2,Canto XIV. Jatáyus.,BOOK III.,0.8271,208
panchavati,rama,2,Canto XV. Panchavatí.,BOOK III.,0.5267,209
panchavati,lakshman,2,Canto XV. Panchavatí.,BOOK III.,0.5267,209
rama,lakshman,3,Canto XV. Panchavatí.,BOOK III.,0.5267,209
yama,himalaya,1,Canto XVI. Winter.,BOOK III.,-0.296,210
satrughna,raghu,1,Canto XVI. Winter.,BOOK III.,0.0772,210
rudra,himalaya,1,Canto XVI. Winter.,BOOK III.,0.743,210
