Source,Target,Weight,Book,vader
javali,vamadeva,1,3,0.7964
javali,mudgalya,1,3,0.7964
gautam,katyayan,1,3,0.6369
gautam,markandeya,1,3,0.6369
gautam,vamadeva,1,3,0.6369
gautam,mudgalya,1,3,0.6369
gautam,kasyap,1,3,0.6369
katyayan,markandeya,1,3,0.6369
katyayan,vamadeva,1,3,0.6369
katyayan,mudgalya,1,3,0.6369
katyayan,kasyap,1,3,0.6369
markandeya,vamadeva,1,3,0.6369
markandeya,mudgalya,1,3,0.6369
markandeya,kasyap,1,3,0.6369
vamadeva,mudgalya,1,3,0.6369
vamadeva,kasyap,1,3,0.6369
mudgalya,kasyap,1,3,0.0
kasyap,vasishtha,1,3,0.6369
rama,satrughna,1,3,0.7964
bharat,kekaya,1,3,-0.34
bharat,rajagriha,4,3,0.59165
satrughna,kekaya,1,3,-0.0258
satrughna,rajagriha,1,3,-0.0258
kekaya,rajagriha,1,3,0.1531
kekaya,ikshvaku,1,3,0.1531
rajagriha,ikshvaku,1,3,-0.8591
rajagriha,satrughna,2,3,0.6808
asok,siddharth,1,3,0.0
asok,jayanta,1,3,0.0
asok,vijay,1,3,0.0
siddharth,jayanta,1,3,0.0
siddharth,vijay,1,3,0.0
jayanta,vijay,1,3,0.0
vijay,rajagriha,1,3,0.0
kekaya,vasishtha,1,3,0.4939
pralamba,apartala,1,3,0.4404
pralamba,malini,1,3,0.4404
pralamba,ganga,1,3,0.4404
apartala,malini,1,3,0.4404
apartala,ganga,1,3,0.4404
apartala,hastinapura,1,3,0.4404
malini,ganga,1,3,0.4404
malini,hastinapura,1,3,0.4404
malini,panchala,1,3,0.4404
malini,kurujangal,1,3,0.4404
ganga,hastinapura,1,3,0.0
ganga,panchala,1,3,0.0
ganga,kurujangal,1,3,0.0
hastinapura,panchala,1,3,0.0
hastinapura,kurujangal,1,3,0.0
panchala,kurujangal,1,3,0.0
kulinga,abhikala,1,3,0.0
kulinga,ikshumati,1,3,0.0
abhikala,ikshumati,1,3,0.4939
ikshumati,bahika,1,3,0.4939
bahika,sudaman,1,3,0.1027
bahika,vishnu,1,3,0.1027
bahika,vipasa,1,3,0.1027
bahika,salmali,1,3,0.1027
sudaman,vishnu,1,3,0.0
sudaman,vipasa,1,3,0.0
sudaman,salmali,1,3,0.0
vishnu,vipasa,1,3,0.0
vishnu,salmali,1,3,0.0
vipasa,salmali,1,3,0.0
lakshman,kausalya,6,3,0.46433333333333343
sumitra,satrughna,1,3,0.6412
kekaya,kaikeyi,1,3,0.6369
kekaya,asvapati,1,3,0.6369
kekaya,bharat,1,3,0.6369
kaikeyi,asvapati,1,3,0.6369
asvapati,indrasira,1,3,0.743
indrasira,airavat,1,3,0.8834
bharat,sudama,4,3,0.6808
bharat,hladini,4,3,0.6808
sudama,hladini,1,3,0.5859
sudama,ikshvaku,1,3,0.5859
hladini,ikshvaku,1,3,0.5106
hladini,satadru,1,3,0.5106
hladini,ailadhana,1,3,0.5106
ikshvaku,satadru,2,3,0.5719
ikshvaku,ailadhana,2,3,0.5719
ikshvaku,aparparyat,2,3,0.5719
ikshvaku,sila,2,3,0.5719
ikshvaku,akurvati,2,3,0.5719
satadru,ailadhana,1,3,0.7184
satadru,aparparyat,1,3,0.7184
satadru,sila,1,3,0.7184
satadru,akurvati,1,3,0.7184
ailadhana,aparparyat,1,3,0.3182
ailadhana,sila,1,3,0.3182
ailadhana,akurvati,1,3,0.3182
ailadhana,agneya,1,3,0.3182
aparparyat,sila,1,3,0.4767
aparparyat,akurvati,1,3,0.4767
aparparyat,agneya,1,3,0.4767
aparparyat,salyakartan,1,3,0.4767
aparparyat,silavaha,1,3,0.4767
sila,akurvati,1,3,0.7096
sila,agneya,1,3,0.7096
sila,salyakartan,1,3,0.7096
sila,silavaha,1,3,0.7096
akurvati,agneya,1,3,0.7096
akurvati,salyakartan,1,3,0.7096
akurvati,silavaha,1,3,0.7096
agneya,salyakartan,1,3,0.5574
agneya,silavaha,1,3,0.5574
salyakartan,silavaha,1,3,0.5574
salyakartan,chaitraratha,1,3,0.5574
silavaha,chaitraratha,1,3,0.6124
chaitraratha,sarasvati,1,3,0.1027
chaitraratha,ganga,1,3,0.1027
chaitraratha,bharunda,1,3,0.1027
chaitraratha,viramatsya,1,3,0.1027
chaitraratha,kalinda,1,3,0.1027
sarasvati,ganga,1,3,0.5859
sarasvati,bharunda,1,3,0.5859
sarasvati,viramatsya,1,3,0.5859
sarasvati,kalinda,1,3,0.5859
ganga,bharunda,2,3,0.6369
ganga,viramatsya,2,3,0.6369
ganga,kalinda,2,3,0.6369
bharunda,viramatsya,1,3,0.6369
bharunda,kalinda,1,3,0.6369
bharunda,yamuna,1,3,0.6369
viramatsya,kalinda,1,3,0.6369
viramatsya,yamuna,1,3,0.6369
kalinda,yamuna,1,3,0.6369
ansudhana,ganga,1,3,0.7717
ansudhana,pragvat,1,3,0.7717
pragvat,kutikoshtika,1,3,0.7964
pragvat,dharmavardhan,1,3,0.7964
kutikoshtika,dharmavardhan,1,3,0.0
kutikoshtika,toran,1,3,0.0
kutikoshtika,jambuprastha,1,3,0.0
dharmavardhan,toran,1,3,0.6808
dharmavardhan,jambuprastha,1,3,0.6808
dharmavardhan,varutha,1,3,0.6808
toran,jambuprastha,1,3,0.6808
toran,varutha,1,3,0.6808
jambuprastha,varutha,1,3,0.6808
varutha,ujjihana,1,3,0.4939
uttanika,hastiprishthak,1,3,0.3182
uttanika,kutika,1,3,0.3182
hastiprishthak,kutika,1,3,0.4767
hastiprishthak,lohitya,1,3,0.4767
hastiprishthak,kapivati,1,3,0.4767
hastiprishthak,ekasala,1,3,0.4767
hastiprishthak,sthanumati,1,3,0.4767
kutika,lohitya,1,3,0.4767
kutika,kapivati,1,3,0.4767
kutika,ekasala,1,3,0.4767
kutika,sthanumati,1,3,0.4767
kutika,gomati,1,3,0.4767
lohitya,kapivati,1,3,0.4767
lohitya,ekasala,1,3,0.4767
lohitya,sthanumati,1,3,0.4767
lohitya,gomati,1,3,0.4767
lohitya,vinata,1,3,0.4767
kapivati,ekasala,1,3,0.7269
kapivati,sthanumati,1,3,0.7269
kapivati,gomati,1,3,0.7269
kapivati,vinata,1,3,0.7269
kapivati,kalinga,1,3,0.7269
ekasala,sthanumati,1,3,0.7269
ekasala,gomati,1,3,0.7269
ekasala,vinata,1,3,0.7269
ekasala,kalinga,1,3,0.7269
sthanumati,gomati,1,3,0.8442
sthanumati,vinata,1,3,0.8442
sthanumati,kalinga,1,3,0.8442
gomati,vinata,1,3,0.8442
gomati,kalinga,1,3,0.8442
vinata,kalinga,1,3,0.7783
kalinga,bharat,1,3,0.7717
ayodhya,manu,3,3,0.4939
dasaratha,satrughna,1,3,0.5719
sita,kausalya,1,3,-0.3818
bharat,kausalya,6,3,-0.3818
bharat,sumitra,6,3,-0.3818
vasishtha,bharat,18,3,0.2334388888888889
sarju,bharat,1,3,0.3182
yayati,satrughna,1,3,-0.8779
manthara,kaikeyi,1,3,0.2732
ayodhya,ikshvaku,1,3,-0.6808
sumantra,satrughna,4,3,0.18005000000000002
kaikeyi,satrughna,5,3,0.5859
satrughna,kaikeyi,3,3,-0.3105666666666667
yudhajit,sumantra,1,3,0.7506
indra,bharat,3,3,0.4594666666666667
indra,dasaratha,1,3,0.8176
kerala,vasishtha,1,3,-0.7184
kerala,bharat,1,3,-0.7184
nahush,dasaratha,1,3,0.0
dilipa,dasaratha,1,3,0.0
dilipa,rama,1,3,0.0
raghu,sumitra,1,3,0.9485
raghu,kausalya,1,3,0.9485
kaikeyi,sumitra,1,3,0.9485
kaikeyi,kausalya,1,3,0.9485
sumitra,kausalya,3,3,-0.21766666666666667
ganga,sringavera,5,3,0.68152
ganga,guha,5,3,0.7696
ganga,rama,4,3,0.8519
sringavera,guha,1,3,0.9702
sringavera,rama,2,3,0.73205
guha,bharat,7,3,0.4095857142857143
guha,ganga,2,3,0.2263
nishadas,bharat,4,3,0.743
lakshman,sumantra,1,3,0.3182
sumantra,guha,1,3,0.2023
bharadvaja,ganga,1,3,0.7184
bharadvaja,guha,1,3,0.7184
guha,lakshman,2,3,0.2732
sita,guha,2,3,0.5574
satrughna,lakshman,1,3,0.296
satrughna,ayodhya,1,3,0.296
raghu,ganga,1,3,0.5267
raghu,satrughna,2,3,0.5267
ganga,satrughna,4,3,0.5267
sringavera,satrughna,1,3,0.4939
vasishtha,bharadvaja,16,3,0.0193
bharat,bharadvaja,14,3,0.3973714285714286
haha,huhu,1,3,0.9493
haha,visvavasu,1,3,0.9493
haha,apsarases,1,3,0.9493
haha,alambusha,1,3,0.9493
huhu,visvavasu,1,3,0.9485
huhu,apsarases,1,3,0.9485
huhu,alambusha,1,3,0.9485
visvavasu,apsarases,1,3,0.9274
visvavasu,alambusha,1,3,0.9274
visvavasu,ghritachi,1,3,0.9274
apsarases,alambusha,2,3,0.9413
apsarases,ghritachi,2,3,0.9413
apsarases,visvachi,2,3,0.9413
apsarases,hema,2,3,0.9413
apsarases,bhima,2,3,0.9413
apsarases,nagadanta,2,3,0.9413
alambusha,ghritachi,2,3,0.9413
alambusha,visvachi,2,3,0.9413
alambusha,hema,2,3,0.9413
alambusha,bhima,2,3,0.9413
alambusha,nagadanta,2,3,0.9413
ghritachi,visvachi,1,3,0.8442
ghritachi,hema,1,3,0.8442
ghritachi,bhima,1,3,0.8442
ghritachi,nagadanta,1,3,0.8442
ghritachi,indra,1,3,0.8442
visvachi,hema,1,3,0.9062
visvachi,bhima,1,3,0.9062
visvachi,nagadanta,1,3,0.9062
visvachi,indra,1,3,0.9062
visvachi,brahma,1,3,0.9062
hema,bhima,1,3,0.875
hema,nagadanta,1,3,0.875
hema,indra,1,3,0.875
hema,brahma,1,3,0.875
bhima,nagadanta,1,3,0.875
bhima,indra,1,3,0.875
bhima,brahma,1,3,0.875
nagadanta,indra,1,3,0.4939
nagadanta,brahma,1,3,0.4939
nagadanta,tumburu,1,3,0.4939
brahma,tumburu,1,3,0.4588
brahma,kuvera,1,3,0.4588
tumburu,kuvera,2,3,-0.4588
kuvera,soma,2,3,0.2023
malaya,dardar,1,3,0.25
vasishtha,raghu,1,3,0.8934
nandan,tumburu,2,3,0.926
nandan,narad,2,3,0.926
nandan,gopa,2,3,0.926
nandan,sutanu,2,3,0.926
nandan,gandharva,2,3,0.926
narad,gopa,1,3,0.6808
narad,sutanu,1,3,0.6808
narad,gandharva,1,3,0.6808
narad,bharat,1,3,0.6808
gopa,sutanu,1,3,0.7506
gopa,gandharva,1,3,0.7506
gopa,bharat,1,3,0.7506
sutanu,gandharva,1,3,0.7506
sutanu,bharat,1,3,0.7506
sutanu,alambusha,1,3,0.7506
gandharva,bharat,1,3,0.5719
gandharva,alambusha,1,3,0.5719
gandharva,misrakesi,1,3,0.5719
gandharva,ramana,1,3,0.5719
misrakesi,ramana,1,3,0.7351
ramana,chaitraratha,1,3,0.4588
chitrakuta,mandakini,4,3,0.528925
aditi,vishnu,1,3,-0.5106
aditi,kausalya,1,3,-0.5106
aditi,rama,1,3,-0.5106
vishnu,kausalya,1,3,0.1132
vishnu,rama,1,3,0.1132
dhrishti,sumantra,1,3,-0.4939
dhrishti,bharat,1,3,-0.4939
sumantra,bharat,3,3,-0.3313
raghu,videhan,1,3,0.9169
videhan,swarga,1,3,0.9308
videhan,sachi,1,3,0.9308
swarga,sachi,1,3,0.9493
swarga,chitrakuta,1,3,0.9493
sachi,chitrakuta,1,3,0.93
vasvaukasara,nalini,1,3,0.9381
vasvaukasara,chitrakuta,1,3,0.9381
nalini,chitrakuta,1,3,0.9381
rama,ayodhya,1,3,0.743
ayodhya,videha,2,3,0.8779
videha,mandakini,1,3,0.9612
sarju,lakshman,1,3,0.9371
raghu,chitrakuta,1,3,0.5719
rama,janak,22,3,0.6907999999999999
siva,uma,1,3,0.875
indra,satrughna,1,3,-0.0516
nandan,rama,1,3,0.7964
bharat,vasishtha,6,3,0.5574
satrughna,vasishtha,6,3,0.4867333333333333
vasishtha,sumantra,1,3,0.6908
raghu,bharat,4,3,0.907
sita,dasaratha,2,3,-0.3818
brahma,bharat,1,3,0.7717
guha,vrihaspati,1,3,0.886
guha,sukra,1,3,0.886
vrihaspati,sukra,1,3,0.9413
ayodhya,dasaratha,1,3,0.4404
dandak,dasaratha,1,3,0.8689
ayodhya,raghu,1,3,0.8176
indra,daitya,1,3,-0.6808
janak,dasaratha,1,3,-0.8381
mahendra,raghu,1,3,0.8381
vasishtha,ayodhya,1,3,0.5859
vasishtha,indra,1,3,0.5859
ayodhya,indra,2,3,0.3612
ayodhya,satrughna,2,3,0.6908
satrughna,dandak,2,3,0.5043
rama,javali,3,3,0.11836666666666666
javali,raghu,1,3,-0.5726
javali,rama,3,3,0.9686
vasishtha,javali,3,3,0.35213333333333335
marichi,kasyap,3,3,0.44040000000000007
marichi,vivasvat,2,3,0.4404
marichi,manu,4,3,0.4404
kasyap,vivasvat,1,3,0.4404
kasyap,manu,2,3,0.4404
kasyap,ikshvaku,1,3,0.4404
vivasvat,manu,2,3,0.8481
vivasvat,ikshvaku,1,3,0.8481
vivasvat,ayodhya,1,3,0.8481
manu,ayodhya,2,3,0.891
ikshvaku,kukshi,2,3,0.9413
ayodhya,kukshi,2,3,0.8591
kukshi,vikukshi,2,3,0.872
kukshi,vana,2,3,0.872
vikukshi,vana,1,3,0.7922
vikukshi,anaranya,1,3,0.7922
vana,anaranya,1,3,0.7922
prithu,trisanku,1,3,0.93
yuvanasva,mandhata,1,3,0.8126
yuvanasva,susandhi,1,3,0.8126
mandhata,susandhi,1,3,0.8402
mandhata,dhruvasandhi,1,3,0.8402
susandhi,dhruvasandhi,2,3,0.9509
susandhi,bharat,1,3,0.9509
dhruvasandhi,bharat,3,3,0.7096
dhruvasandhi,asit,2,3,0.7096
bharat,asit,1,3,0.7096
bharat,haihayas,1,3,0.7096
bharat,talajanghas,1,3,0.7096
asit,haihayas,1,3,-0.7184
asit,talajanghas,1,3,-0.7184
asit,sasivindhus,1,3,-0.7184
haihayas,talajanghas,1,3,-0.6124
haihayas,sasivindhus,1,3,-0.6124
talajanghas,sasivindhus,1,3,-0.6124
chyavan,bhrigu,1,3,0.6369
chyavan,himalaya,1,3,0.6369
bhrigu,himalaya,1,3,0.6369
asamanj,sagar,2,3,-0.9528
ansuman,dilipa,2,3,0.0
ansuman,bhagirath,2,3,0.0
dilipa,bhagirath,1,3,0.0
bhagirath,raghu,1,3,0.0
raghu,purushadak,2,3,0.6369
raghu,kalmashapada,2,3,0.6369
raghu,sankhan,2,3,0.6369
purushadak,kalmashapada,1,3,-0.296
purushadak,sankhan,1,3,-0.296
kalmashapada,sankhan,1,3,-0.5719
sankhan,sudarsan,1,3,-0.0644
sudarsan,agnivarna,2,3,0.8316
sudarsan,sighraga,2,3,0.8316
sudarsan,maru,2,3,0.8316
agnivarna,sighraga,1,3,0.3818
agnivarna,maru,2,3,0.3818
agnivarna,ambarisha,1,3,0.3818
sighraga,maru,2,3,0.4404
sighraga,ambarisha,2,3,0.4404
sighraga,nahush,1,3,0.4404
maru,ambarisha,4,3,0.7845
maru,nahush,2,3,0.7845
ambarisha,nahush,3,3,0.88
ambarisha,nabhag,2,3,0.8689
nahush,nabhag,1,3,0.9022
nabhag,aja,4,3,0.8481
nabhag,dasaratha,2,3,0.8481
aja,dasaratha,2,3,0.7964
dasaratha,bharat,1,3,0.4767
dasaratha,sumantra,1,3,0.4767
ten-necked,bharat,1,3,0.9313
satrughna,ikshvaku,1,3,0.7027
satrughna,sita,1,3,0.7027
satrughna,vamadeva,1,3,0.0
satrughna,javali,1,3,0.0
vamadeva,javali,1,3,0.5859
chitrakuta,bharat,1,3,0.0258
chitrakuta,bharadvaja,1,3,0.0258
raghu,vasishtha,1,3,-0.0258
sringavera,ayodhya,1,3,-0.7096
rohini,rahu,1,3,-0.3182
bharat,sumantra,5,3,0.74372
ravan,khara,1,3,-0.7906
ravan,janasthan,1,3,-0.7906
khara,janasthan,2,3,-0.7906
lakshman,atri,2,3,0.8176
sita,anasuya,4,3,0.7351
rohini,sita,1,3,0.9186
anasuya,sita,4,3,0.7778499999999999
lakshmi,vishnu,1,3,0.9081
lakshmi,sita,1,3,0.9081
vishnu,sita,1,3,0.8555
varun,daksha,1,3,0.8442
visvamitra,raghu,1,3,0.6705
visvamitra,lakshman,1,3,0.6705
ayodhya,urmila,1,3,0.7717
urmila,raghu,1,3,0.5413
urmila,lakshman,1,3,0.5413
bharat,satrughna,37,4,0.29002162162162165
satrughna,asvapati,2,4,0.9337
varun,indra,1,4,0.9652
kekaya,janak,1,4,0.7964
rama,indra,12,4,0.467625
kasyap,marichi,1,4,0.34
kasyap,rama,1,4,0.34
marichi,rama,1,4,0.6808
rama,vasishtha,9,4,0.7506000000000002
rama,vamadeva,9,4,0.7506000000000002
vasishtha,vamadeva,4,4,0.7207
vasishtha,chaitra,2,4,0.8555
vamadeva,chaitra,1,4,0.8555
chaitra,rama,1,4,0.5574
sumantra,rama,31,4,0.37613225806451617
aryan,indra,1,4,0.6369
indra,vasav,1,4,0.886
vasav,rama,1,4,0.6369
kailasa,sumantra,1,4,0.1027
raghu,meru,1,4,0.7003
pushya,rama,5,4,0.31995999999999997
rama,sumantra,39,4,-0.13211282051282053
rahu,mars,1,4,-0.8658
punarvasu,pushya,1,4,0.7096
sumitra,lakshman,4,4,0.712
sumitra,sita,6,4,0.3542666666666667
lakshman,sita,38,4,0.6919184210526316
vasishtha,rama,15,4,0.24453333333333335
sita,nahush,1,4,0.3182
nahush,yayati,1,4,0.872
nahush,vasishtha,1,4,0.872
nahush,rama,2,4,0.436
yayati,vasishtha,1,4,0.7783
yayati,rama,1,4,0.7783
yayati,videhan,1,4,0.7783
videhan,rama,1,4,0.9393
dasaratha,indra,2,4,0.90175
rama,narayan,7,4,0.0
videhan,vishnu,1,4,0.6908
videhan,narayan,1,4,0.6908
vishnu,narayan,1,4,0.6908
ayodhya,rama,19,4,0.019142105263157877
ikshvaku,rama,3,4,0.41536666666666666
dasaratha,rama,9,4,0.566188888888889
kaikeyi,manthara,5,4,0.6124
kaikeyi,ayodhya,5,4,0.6124
manthara,ayodhya,2,4,0.7506
kailasa,kaikeyi,1,4,-0.836
kausalya,rama,21,4,0.09486666666666667
rama,bharat,64,4,0.0033874999999999877
rama,lakshman,143,4,0.35305664335664333
bharat,lakshman,25,4,0.194632
lakshman,satrughna,5,4,0.7263200000000001
satrughna,rama,7,4,0.5041285714285714
satrughna,bharat,14,4,-0.45871428571428563
pushya,kausalya,1,4,0.4939
sita,bharat,6,4,0.47163333333333335
sita,kaikeyi,1,4,0.6124
kaikeyi,rama,18,4,0.4199055555555556
dandak,vaijayanta,1,4,0.0
dandak,sambara,1,4,0.0
vaijayanta,sambara,1,4,0.0
yama,bharat,1,4,-0.5106
yama,kausalya,1,4,-0.5106
dragon,dasaratha,1,4,0.8854
dragon,kaikeyi,1,4,0.8854
dasaratha,kaikeyi,3,4,0.3286666666666667
sindhu,surashtra,1,4,0.4939
sindhu,suvira,1,4,0.4939
sindhu,angas,1,4,0.4939
sindhu,vangas,1,4,0.4939
surashtra,suvira,1,4,0.4939
surashtra,angas,1,4,0.4939
surashtra,vangas,1,4,0.4939
suvira,angas,1,4,0.4939
suvira,vangas,1,4,0.4939
suvira,magadh,1,4,0.4939
angas,vangas,1,4,0.5574
angas,magadh,1,4,0.5574
angas,kosal,1,4,0.5574
angas,kasi,1,4,0.5574
vangas,magadh,1,4,0.7506
vangas,kosal,1,4,0.7506
vangas,kasi,1,4,0.7506
magadh,kosal,1,4,0.7506
magadh,kasi,1,4,0.7506
kosal,kasi,1,4,0.7506
kosal,kaikeyi,1,4,0.7506
kasi,kaikeyi,1,4,0.4939
dandak,rama,11,4,0.4902181818181818
bharat,rama,38,4,0.4059447368421052
saivya,alarka,1,4,0.875
sumitra,rama,6,4,0.4593833333333334
sumitra,videhan,1,4,0.2914
himalaya,rama,1,4,-0.25
indra,rama,2,4,0.3255
lakshman,bharat,12,4,0.08979166666666666
ikshvaku,ayodhya,3,4,0.5601
kaikeyi,bali,3,4,-0.8957
kaikeyi,indra,3,4,-0.8957
bali,indra,1,4,-0.9287
matali,indra,1,4,0.5267
matali,titan,1,4,0.5267
titan,vedas,1,4,0.7906
titan,brahma,1,4,0.7906
vedas,brahma,1,4,0.7717
meru,siva,1,4,0.7579
meru,agni,1,4,0.7579
meru,kuvera,1,4,0.7579
meru,indra,1,4,0.7579
siva,agni,1,4,0.7579
siva,kuvera,1,4,0.7579
siva,indra,1,4,0.7579
agni,kuvera,1,4,0.7579
agni,indra,1,4,0.7579
kuvera,indra,1,4,0.9371
jumna,ganga,1,4,0.0
kuvera,siva,2,4,0.6892
raghu,rama,16,4,-0.22419374999999997
kailasa,indra,2,4,0.9403
airavat,sumantra,1,4,0.34
airavat,rama,1,4,0.34
sita,chitra,3,4,0.9413
chitra,sumantra,1,4,0.8834
kaikeyi,sita,4,4,0.75505
yama,varun,1,4,0.4939
yama,kuvera,1,4,0.4939
yama,rama,1,4,0.4939
varun,kuvera,1,4,0.6486
varun,rama,1,4,0.6486
thousand-eyed,parjanya,1,4,0.907
dandak,kaikeyi,2,4,0.20934999999999998
rama,kaikeyi,20,4,0.8575149999999999
sita,lakshman,27,4,0.4081666666666667
sita,dandak,1,4,0.0
bharat,dandak,1,4,0.4939
kausalya,lakshman,6,4,-0.7564500000000001
lakshman,rama,49,4,0.6622632653061223
ayodhya,bharat,6,4,0.2936833333333333
bharat,kaikeyi,23,4,-0.24743913043478263
sagar,jamadagni,1,4,0.4215
jamadagni,renuka,1,4,0.4215
videhan,lakshman,1,4,0.0
videhan,sumitra,1,4,0.0
kaikeyi,bharat,16,4,0.5190874999999999
raghu,lakshman,4,4,0.7253499999999999
viraj,indra,1,4,0.4019
indra,pusha,3,4,0.7096
indra,bhaga,3,4,0.7096
pusha,bhaga,1,4,0.3818
pusha,vrihaspati,1,4,0.3818
pusha,war-god,1,4,0.3818
bhaga,vrihaspati,1,4,0.3818
bhaga,war-god,1,4,0.3818
vrihaspati,war-god,1,4,0.5106
vrihaspati,narad,1,4,0.5106
war-god,narad,1,4,0.5106
sukra,yama,1,4,0.872
sukra,dandak,1,4,0.872
yama,dandak,1,4,0.872
vritra,indra,1,4,-0.4003
vritra,vinata,1,4,-0.4003
vritra,suparna,1,4,-0.4003
vinata,suparna,1,4,0.8221
daitya,aditi,1,4,-0.4753
rama,kausalya,12,4,-0.04586666666666676
vrihaspati,pushya,1,4,0.1901
janak,kaikeyi,1,4,0.7351
dandak,bharat,6,4,0.2726166666666667
raghu,dandak,1,4,0.0
videha,rama,4,4,-0.09007500000000002
savitri,satyavan,1,4,0.4939
savitri,dyumatsena,1,4,0.4939
satyavan,dyumatsena,1,4,0.0258
raghu,sita,6,4,-0.05466666666666666
kausalya,sumitra,29,4,-0.3807551724137931
kausalya,indra,3,4,0.7003
sumitra,indra,1,4,0.4767
indra,asvapati,1,4,0.875
asvapati,bharat,2,4,0.66875
asvapati,kaikeyi,1,4,0.5945
kaikeyi,lakshman,1,4,-0.1027
varun,janak,1,4,0.8462
vasishtha,suyajna,1,4,0.6808
suyajna,rama,2,4,0.2023
rama,sumitra,16,4,0.3901
sumitra,lakshmi,2,4,0.8934
sumitra,raghu,2,4,0.8934
lakshmi,raghu,1,4,0.296
raghu,agni,5,4,0.21625999999999998
lakshman,brahma,5,4,0.8979000000000001
brahma,agastya,1,4,0.6369
brahma,kusik,1,4,0.6369
agastya,kusik,1,4,0.8779
agastya,raghu,1,4,0.8779
kusik,raghu,1,4,0.8779
kausalya,taittiriya,2,4,0.9136
taittiriya,chitraratha,1,4,0.7184
trijat,garga,3,4,0.2732
angiras,rama,2,4,-0.3147
kausalya,sumantra,3,4,-0.4730666666666667
dandak,lakshman,6,4,0.36660000000000004
dandak,sita,3,4,0.4717
brahma,lakshman,2,4,0.6492
brahma,sita,2,4,0.6492
mahendra,dasaratha,1,4,0.6369
ikshvaku,kaikeyi,2,4,0.01639999999999997
ikshvaku,bharat,2,4,0.059250000000000025
ikshvaku,sumantra,1,4,-0.7184
sumantra,raghu,1,4,0.7964
ayodhya,kaikeyi,1,4,-0.5423
siddharth,kaikeyi,1,4,0.0
siddharth,asamanj,1,4,0.0
sagar,rama,1,4,-0.6917
vasishtha,kaikeyi,5,4,0.56702
ikshvaku,sita,2,4,0.56955
rama,sita,64,4,0.5928375000000001
dasaratha,sita,7,4,0.8055857142857142
dasaratha,sumitra,3,4,0.7003
matali,sumantra,1,4,-0.3818
matali,rama,1,4,-0.3818
raghu,ayodhya,1,4,-0.8402
videha,meru,1,4,0.8689
videha,lakshman,1,4,0.8689
meru,lakshman,1,4,0.2732
trisanku,jupiter,1,4,-0.5574
trisanku,mercury,1,4,-0.5574
trisanku,mars,1,4,-0.5574
jupiter,mercury,1,4,-0.5574
jupiter,mars,1,4,-0.5574
mercury,mars,1,4,-0.4215
visakhas,ayodhya,1,4,-0.6908
visakhas,rama,1,4,-0.6908
indra,ayodhya,1,4,-0.802
rama,ikshvaku,8,4,0.33780000000000004
kausalya,bharat,10,4,0.54606
dasaratha,kausalya,1,4,0.7003
nagas,lakshman,1,4,0.4404
lakshman,kaikeyi,3,4,0.44040000000000007
sita,ayodhya,1,4,0.7964
sita,rama,26,4,0.10789999999999997
suvahu,rama,1,4,0.714
ayodhya,sita,5,4,-0.35518
ayodhya,lakshmi,1,4,-0.9331
lakshmi,lakshman,1,4,-0.4854
bharat,ayodhya,5,4,0.45969999999999994
tamasa,sumantra,1,4,0.8442
rama,raghu,14,4,0.23519285714285715
kosala,vedasruti,1,4,0.0
kosala,agastya,1,4,0.0
vedasruti,agastya,1,4,0.0
syandika,videhan,1,4,-0.4019
videhan,manu,1,4,0.6369
videhan,ikshvaku,1,4,0.6369
manu,ikshvaku,3,4,0.8512333333333334
kosala,ayodhya,2,4,0.7579
daitya,sumantra,1,4,0.6369
daitya,lakshman,1,4,0.6369
daitya,rama,1,4,0.6369
daitya,sita,1,4,0.6369
sumantra,lakshman,7,4,0.37131428571428576
sumantra,sita,7,4,0.37465714285714286
lakshman,guha,2,4,0.9081
kausalya,satrughna,3,4,0.7638999999999999
sumantra,ayodhya,21,4,-0.2473809523809524
kaikeyi,raghu,4,4,-0.7096
ganga,lakshman,4,4,0.5322
ganga,sita,3,4,0.7096
kosala,bharat,1,4,-0.4215
kosala,rama,1,4,-0.4215
dasaratha,lakshman,3,4,0.6141
kausalya,ayodhya,6,4,-0.4703000000000001
sumitra,ayodhya,1,4,0.4588
sumitra,dandak,1,4,0.4588
ayodhya,dandak,5,4,0.006120000000000003
dandak,kausalya,1,4,-0.4215
yamuna,ganga,5,4,0.7281000000000001
lakshman,prayag,2,4,0.4019
rama,prayag,8,4,0.4019
dasaratha,janak,1,4,0.7845
dasaratha,videha,2,4,0.8058
janak,videha,2,4,0.77425
chitrakuta,gandhamadan,3,4,0.44040000000000007
sita,bharadvaja,2,4,0.25
rama,yamuna,8,4,0.20229999999999998
rama,ganga,8,4,0.20229999999999998
rama,kalindi,8,4,0.20229999999999998
yamuna,kalindi,1,4,0.5267
ganga,kalindi,6,4,0.4301
kalindi,raghu,4,4,0.3818
syama,sita,2,4,0.4939
videhan,sita,2,4,0.24240000000000003
ikshvaku,kalindi,1,4,0.2732
janak,rama,4,4,0.054474999999999996
sita,chitrakuta,6,4,-0.025733333333333334
chitrakuta,rama,3,4,-0.18543333333333334
chitrakuta,lakshman,2,4,-0.0772
chitrakuta,videhan,2,4,-0.0772
visvedevas,rudra,1,4,-0.6757
visvedevas,vishnu,1,4,-0.6757
rudra,vishnu,1,4,-0.6757
rama,guha,13,4,-0.11844615384615381
guha,sumantra,3,4,0.040800000000000024
ganga,ayodhya,1,4,-0.25
